movieId,nameMovie,guionistas,subjects,directores,actores,genres
127671,Tempest (1958),Ivo Perilli| Michael Wilson| Louis S. Peterson| Alexander Pushkin,,Alberto Lattuada,Viveca Lindfors| Silvana Mangano| Van Heflin| Geoffrey Horne,
103842,Forest of the Gods (Dievu miskas) (2005),Balys Sruoga| Ricardas Gavelis,,Algimantas Puipa,Sarunas Puidokas| Valentinas Masalskis| Liubomiras Laucevicius| Steven Berkoff,
128133,Frankenstein allitaliana (1975),Luisa Montagnana| Massimo Franciosa,,Armando Crispino,Jenny Tamburi| Lorenza Guerrieri| Aldo Maccione| Gianrico Tedeschi,
116299,Sniper: Legacy (2014),Michael Frost Beckner| Crash Leyland| John Fasano,,Don Michael Paul,Chad Michael Collins| Doug Allen| Tom Berenger| Dominic Mafham,
167850,One Piece Film: GOLD (2016),Tsutomu Kuroiwa| Eiichiro Oda| Clint Bickham,,Hiroaki Miyamoto,Kazuya Nakai| Mayumi Tanaka| Kappei Yamaguchi| Akemi Okamura,
123860,Red Skies of Montana (1952),George R. Stewart| Harry Kleiner| Art Cohn,,Joseph M. Newman,Jeffrey Hunter| Richard Boone| Richard Widmark| Constance Smith,
141622,The Last Keepers (2013),Christina Mengert| Claude Dal Farra| Peter Hutchings,,Maggie Greenwald,Zosia Mamet| Virginia Madsen| Aidan Quinn| Olympia Dukakis,
174919,Sweet Dreams (2016),Valia Santella| Massimo Gramellini| Edoardo Albinati,,Marco Bellocchio,Valerio Mastandrea| Nicolò Cabras| Bérénice Bejo| Guido Caprino,
101150,I Will Buy You (Anata kaimasu) (1956),Zenzô Matsuyama| Minoru Ôno,,Masaki Kobayashi,Yûnosuke Itô| Keiji Sada| Keiko Kishi| Minoru Ôki,
132650,Pokémon: Mewtwo Returns (2000),Michael Haigney| Takeshi Shudo,,Masamitsu Hidaka,Eric Stuart| Veronica Taylor| Rachael Lillis| Madeleine Blaustein,
25842,Topper (1937),Jack Jevne| Eric Hatch| Eddie Moran| Thorne Smith,,Norman Z. McLeod,Billie Burke| Constance Bennett| Cary Grant| Roland Young,
168444,Stolen Death (1938),Runar Schildt| Matti Kurjensaari| Eino Mäkinen| Erik Blomberg,,Nyrki Tapiovaara,Annie Mörk| Ilmari Mänty| Santeri Karilo| Tuulikki Paananen,
90397,Return of Django (Son of Django) (Figlio di Django| Il) (1968),Alessandro Ferraù| Tito Carpi,,Osvaldo Civirani,Gabriele Tinti| Ingrid Schoeller| Guy Madison| Daniele Vargas,
151859,Hart to Hart Returns (1993),Richard Chapman| James G. Hirsch| E. Jack Kaplan| Sidney Sheldon,,Peter Roger Hunt,Mike Connors| Robert Wagner| Stefanie Powers| Lionel Stander,
159714,Camille (1921),Alexandre Dumas fils| June Mathis,,Ray C. Smallwood,Rex Cherryman| Rudolph Valentino| Patsy Ruth Miller| Arthur Hoyt| Zeffie Tilbury,
148659,Ennum Eppozhum (2015),Ranjan Pramod,,Sathyan Anthikad,Manju Warrier| Reenu Mathews| Lena| Innocent| Mohanlal,
126743,Sunes sommar (1993),Anders Jacobsson| Sören Olsson,,Stephan Apelgren,Carina Lidbom| Peter Haber| Gabriel Odenhammar| Andreas Hoffer,
99351,Slipstream (1989),Tony Kayden| Bill Bauer,,Steven Lisberger,Bob Peck| Mark Hamill| Kitty Aldridge| Bill Paxton,
180497,The Post (2017),Liz Hannah| Josh Singer,,Steven Spielberg,Sarah Paulson| Tom Hanks| Meryl Streep| Bob Odenkirk,
191001,Akihabara@DEEP (2006),Hajime Narita| Ira Ishida,,Takashi Minamoto,Hiroki Narimiya| Yû Yamada| Yoshiyoshi Arakawa| Shûgo Oshinari,
151319,Notias (2016),Giannis Tsiros,,Tassos Boulmetis,Taxiarhis Hanos| Yiannis Niarros| Themis Panou| Maria Kallimani,
168338,Демидовы (1983),Vladimir Akimov| Eduard Volodarskiy,,Yaropolk Lapshin,Vadim Spiridonov| Evgeniy Evstigneev| Aleksandr Lazarev| Leonid Kuravlyov,
50828,Red Angel (Akai tenshi) (1966),Yoriyoshi Arima| Ryôzô Kasahara,,Yasuzô Masumura,Yûsuke Kawazu| Ayako Wakao| Ranko Akagi| Shinsuke Ashida,
90009,Reykjavik-Rotterdam (2008),Arnaldur Indriðason,,Óskar Jónasson,Baltasar Kormákur| Ingvar Sigurdsson| Þröstur Leó Gunnarsson| Lilja Nótt Þórarinsdóttir,
172407,A Tale of Lost Times (1964),Vladimir Lifshits| Evgeniy Shvarts,,Aleksandr Ptushko,Grisha Plotkin| Sergey Martinson| Oleg Anofriev| Evgeniy Sokolov,
172841,Longitude (2000),Dava Sobel,,Charles Sturridge,Anna Chancellor| Jeremy Irons| Emma Kay| Samuel West,
128699,The Virgin and the Gypsy (1970),D.H. Lawrence| Alan Plater,,Christopher Miles,Honor Blackman| Joanna Shimkus| Mark Burns| Franco Nero,
109487,Interstellar (2014),Jonathan Nolan,,Christopher Nolan,Mackenzie Foy| Jessica Chastain| Matthew McConaughey| Anne Hathaway,
161554,Murder by Television (1935),"""Joseph ODonnell""| Clarence Hennecke| Karl R. Coolidge",,Clifford Sanforth,Bela Lugosi| Huntley Gordon| George Meeker| June Collyer,
156933,Dr. Kildares Crisis (1940),Harry Ruskin| Willis Goldbeck| Max Brand,,Harold S. Bucquet,Lew Ayres| Lionel Barrymore| Laraine Day| Robert Young,
85540,Essential Killing (2010),James McManus| Ewa Piaskowska,,Jerzy Skolimowski,Zach Cohen| Emmanuelle Seigner| Iftach Ophir| Vincent Gallo,
42636,Superproduction (Superprodukcja) (2003),Jaroslaw Sokól,,Juliusz Machulski,Rafal Królikowski| Piotr Fronczewski| Anna Przybylska| Janusz Rewinski,
138876,The Escape (2009),Olav Hergel| Rasmus Heisterberg| Mette Heeno,,Kathrine Windfeld,Lars Mikkelsen| Henrik Prip| Iben Hjejle| Faegh Zamani,
183939,La española inglesa (2015),Miguel de Cervantes y Saavedra| Guillermo Cisneros| Felipe Mellizo,,Marco A. Castillo,Lola Herrera| Carles Francino| Macarena García| Miguel Rellán,
297,Panther (1995),Melvin Van Peebles,Films_set_in_Italy|Films_shot_in_Italy|The_Pink_Panther_films|American_heist_films|Films_directed_by_Blake_Edwards|Films_scored_by_Henry_Mancini|Films_with_screenplays_by_Blake_Edwards|United_Artists_films|United_States_National_Film_Registry_films|1963_comedy_films|1963_films|American_films|English-language_films|French-language_films|German-language_films|Grammy_Hall_of_Fame_Award_recipients|Italian-language_films|1960s_heist_films|1960s_police_comedy_films,Mario Van Peebles,Kadeem Hardison| Courtney B. Vance| Bokeem Woodbine| Joe Don Baker,Drama
7781,Twister (1990),Mary Robison,,Michael Almereyda,Dylan McDermott| Suzy Amis| Crispin Glover| Harry Dean Stanton,
48600,One Night with the King (2006),Mark Andrew Olsen| Tommy Tenney| Stephan Blinn,,Michael O. Sajbel,Omar Sharif| John Noble| Tiffany Dupont| Luke Goss,
160936,Entrega inmediata (1963),Carlos León| Jaime Salvador,,Miguel M. Delgado,Claudio Brook| Gina Romand| Fanny Cano| Cantinflas,
55147,27 Missing Kisses (2000),Irakli Kvirikadze,,Nana Dzhordzhadze,Pierre Richard| Evgeniy Sidikhin| Shalva Iashvili| Nutsa Kukhianidze,
167712,The Agha (1985),Yavuz Turgul,,Nesli Çölgeçen,Sener Sen| Nilgün Nazli| Erdal Özyagcilar| Füsun Demirel| Atilla Yigit,
81031,Worlds Apart (To verdener) (2008),Steen Bille,,Niels Arden Oplev,Jens Jørn Spottag| Pilou Asbæk| Sarah Boberg| Rosalinde Mynster,
146224,Barsaat (1995),Shyam Gupta,,Rajkumar Santoshi,Bobby Deol| Raj Babbar| Mukesh Khanna| Twinkle Khanna,
102093,After Office Hours (1935),Ethel B. Borden| Dale Van Every| Laurence Stallings| Joseph L. Mankiewicz| Herman J. Mankiewicz,,Robert Z. Leonard,Billie Burke| Constance Bennett| Clark Gable| Stuart Erwin,
192357,Colette (2018),Rebecca Lenkiewicz| Richard Glatzer,,Wash Westmoreland,Keira Knightley| Dominic West| Fiona Shaw| Robert Pugh,
156317,Little Giant (1946),Richard Collins| Walter DeLeon| Paul Jarrico| Charles R. Marion,,William A. Seiter,Lou Costello| Jacqueline deWit| Bud Abbott| Brenda Joyce,
3755,Perfect Storm| The (2000),Sebastian Junger| William D. Wittliff,2000s_disaster_films|American_disaster_films|BAFTA_winners_(films)|Disaster_films_based_on_actual_events|Films_about_death|Films_based_on_non-fiction_books|Films_set_in_the_1990s|Seafaring_films_based_on_actual_events|2000_drama_films|2000_films|American_drama_films|American_films|Drama_films_based_on_actual_events|English-language_films|Films_set_on_ships|Warner_Bros._films|1991_Perfect_Storm|Films_about_fishing|Films_about_the_United_States_Coast_Guard|Films_directed_by_Wolfgang_Petersen|Films_produced_by_Gail_Katz|Films_set_in_Massachusetts|Films_set_in_the_Atlantic_Ocean|Films_shot_in_Dedham,Wolfgang Petersen,John_C._Reilly|Mark_Wahlberg|Diane_Lane|Karen_Allen|Bob_Gunton|William_Fichtner|George_Clooney|Mary_Elizabeth_Mastrantonio|John_Hawkes_(actor),Drama|Thriller
182045,Dog Watch (1945),Eric Gurney,,Charles A. Nichols,Pinto Colvig,
166978,Cuadrilátero (1970),Bautista Lacasa Nebot| Antonio Fos,,Eloy de la Iglesia,Dean Selmier| José Legra| José María Prada| Rosanna Yanni,
144788,The Soldier and the Lady (1937),Mortimer Offner| Jules Verne| Anne Morrison Chapin| Anthony Veiller,,George Nichols Jr.,Anton Walbrook| Elizabeth Allan| Akim Tamiroff| Margot Grahame,
97117,March of the Movies (Film Parade| The) (1933),Howard Gaye,,J. Stuart Blackton,J. Stuart Blackton Jr.| Kent Stevenson| Marjorie Bonner| Albert E. Smith| Marian Constance Blackton| Violet Virginia Blackton,
123445,A Killing in a Small Town (1990),John Bloom| Cynthia Cidre| James Atkinson,,Stephen Gyllenhaal,Barbara Hershey| Brian Dennehy| John Terry| Richard Gilliland,
106702,Strange Case of Dr. Jekyll and Miss Osbourne| The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes) (1981),Robert Louis Stevenson,,Walerian Borowczyk,Patrick Magee| Marina Pierro| Gérard Zalcberg| Udo Kier,
125241,The Next Voice You Hear.... (1950),Kenneth MacKenna| Charles Schnee| George Sumner Albee,,William A. Wellman,Gary Gray| Nancy Reagan| Lillian Bronson| James Whitmore,
166231,Die Salzprinzessin (2015),Anja Jabs,,Zoltan Spirandelli,Leonie Brill| Sophie von Kessel| Leonard Lansink| Elvis Clausen,
103596,Sharknado (2013),Thunder Levin,,Anthony C. Ferrante,Tara Reid| Cassandra Scerbo| John Heard| Ian Ziering,
135706,Traffic in Souls (1913),Walter MacNamara,,George Loane Tucker,Jane Gail| William H. Turner| Ethel Grandin| Matt Moore,
109804,Gods Gun (1976),John Fonseca,,Gianfranco Parolini,Richard Boone| Lee Van Cleef| Sybil Danning| Jack Palance,
145680,Left Handed Johnny West (1965),José Luis Jerez Aloza| Gianfranco Simonelli| Robert de Nesle,,Gianfranco Parolini,André Bollet| Adriano Micantoni| Roger Delaporte| Mimmo Palmara,
177649,Spanish Movie (2009),Paco Cabezas| Eneko Lizarraga,,Javier Ruiz Caldera,Carlos Areces| Alexandra Jiménez| Sílvia Abril| Laia Alda,
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),David Wolstencroft| David Belton| Richard Alwyn,,Michael Caton-Jones,Louis Mahoney| Dominique Horwitz| John Hurt| Hugh Dancy,
144916,Taking Chances (2011),Lotte Tabbers| Marjolijn Hof,,Nicole van Kilsdonk,Lucas Adriaanse| Leny Breederveld| Kes Blans| Pippa Allen,
187761,Claras Summer (2004),Nathalie Stragier,,Patrick Grandperret,Soko| Selma Brook| Salomé Stévenin| Andre Castaing| Bastien Catenacci| Léo Grandperret| Chafik Ahmad,
91106,Circle of Deceit (Die Fälschung) (1981),Nicolas Born| Jean-Claude Carrière| Margarethe von Trotta| Kai Hermann,,Volker Schlöndorff,Hanna Schygulla| Jerzy Skolimowski| Bruno Ganz| Jean Carmet,
616,Aristocats| The (1970),Eric Cleworth| Frank Thomas| Ken Anderson| Vance Gerry| Larry Clemmons,1970_films|Films_set_in_France|1970s_romantic_comedy_films|American_children's_animated_adventure_films|American_children's_animated_comedy_films|Films_set_in_Paris|Walt_Disney_Pictures_films|1970s_American_animated_films|American_films|American_romantic_comedy_films|English-language_films|Films_about_families|1970_animated_films|1970_comedy_films|1970s_children's_animated_films|1970s_musical_comedy_films|American_musical_comedy_films|American_romantic_musical_films|Animated_films_about_cats|Films_directed_by_Wolfgang_Reitherman|Films_scored_by_George_Bruns|Films_set_in_1910|Walt_Disney_Animation_Studios_films,Wolfgang Reitherman,Scatman Crothers| Eva Gabor| Sterling Holloway| Phil Harris,Animation|Children
172675,From 180 & Taller (2005),Irwin Shaw,,Aleksandr Strizhenov,Ekaterina Teyze| Ekaterina Malikova| Ekaterina Guseva| Darya Korepanova,
149240,La Banda degli Onesti (1956),Agenore Incrocci| Furio Scarpelli,,Camillo Mastrocinque,Giulia Rubini| Peppino De Filippo| Totò| Giacomo Furia,
145422,Crypt of the Vampire (1964),José Luis Monter| Sheridan Le Fanu| María del Carmen Martínez Román| Ernesto Gastaldi| Tonino Valerii,,Camillo Mastrocinque,Adriana Ambesi| José Campos| Christopher Lee| Ursula Davis,
167330,Perry Mason: The Case of the Lethal Lesson (1989),Joel Steiger| Robert Hamilton| Dean Hargrove,,Christian I. Nyby II,Alexandra Paul| Barbara Hale| Raymond Burr| William R. Moses,
167462,Perry Mason: The Case of the Poisoned Pen (1990),Erle Stanley Gardner| George Eckstein,,Christian I. Nyby II,Barbara Hale| Cindy Williams| Raymond Burr| William R. Moses,
168132,Perry Mason: The Case of the Wicked Wives (1993),Erle Stanley Gardner| Joyce Burditt,,Christian I. Nyby II,Barbara Hale| Paul Sorvino| William R. Moses| Maud Adams,
25802,Son of Kong| The (1933),Ruth Rose,,Ernest B. Schoedsack,Helen Mack| Robert Armstrong| John Marston| Frank Reicher,
6396,Dementia 13 (1963),Jack Hill,,Francis Ford Coppola,William Campbell| Mary Mitchel| Luana Anders| Bart Patton,
126803,Finsterworld (2013),Christian Kracht,,Frauke Finsterwalder,Margit Carstensen| Christoph Bach| Jakub Gierszal| Corinna Harfouch,
147964,Tall| Dark and Handsome (1941),Darrell Ware| Karl Tunberg,,H. Bruce Humberstone,Sheldon Leonard| Charlotte Greenwood| Cesar Romero| Milton Berle| Virginia Gilmore,
192027,The Seagull (1978),Anton Chekhov| Ronald Hingley,,Michael Lindsay-Hogg,Anthony Bate| Michael Gambon| Zoe Caldwell| Georgina Hale,
116114,Colorado Serenade (1946),Frances Kavanaugh,,Robert Emmett Tansey,Mary Kenyon| Forrest Taylor| David Sharpe| Dennis Moore| Eddie Dean| Roscoe Ates,
123937,Five Loose Women (1974),Edward D. Wood Jr.,,Stephen C. Apostolof,Jabie Abercrombe| Tallie Cochrane| Rene Bond| Donna Young,
53857,Alan & Naomi (1992),Myron Levoy| Jordan Horowitz,,Sterling Van Wagenen,Amy Aquino| Vanessa Zaoui| Michael Gross| Lukas Haas,
48820,After Five in the Jungle (Nach Fünf im Urwald) (1995),Michael Gutmann| David Howard,,Hans-Christian Schmid,Franka Potente| Axel Milberg| Farina Brock| Dagmar Manzel,
3751,Chicken Run (2000),"""John OFarrell""| Mark Burton| Karey Kirkpatrick",DreamWorks_Pictures_films|Aardman_Animations_films|2000_comedy_films|2000_directorial_debut_films|2000s_American_animated_films|2000s_adventure_comedy_films|American_adventure_comedy_films|American_aviation_films|American_children's_animated_adventure_films|American_children's_animated_comedy_films|Animated_films_featuring_female_antagonists|Films_about_animal_rights|Pathé_films|2000_films|2000s_stop-motion_animated_films|American_films|British_films|Clay_animation_films|English-language_films|Animated_films_about_animals|Animated_films_about_aviation|Chicken_Run|Best_Animated_Feature_Broadcast_Film_Critics_Association_Award_winners|Films_about_chickens|Films_directed_by_Nick_Park|Films_directed_by_Peter_Lord|Films_produced_by_Nick_Park|Films_produced_by_Peter_Lord|Films_scored_by_Harry_Gregson-Williams|Films_scored_by_John_Powell|Films_set_in_Yorkshire|Films_with_screenplays_by_Karey_Kirkpatrick|DreamWorks_Animation_animated_films|2000_animated_films|2000s_children's_adventure_films|2000s_children's_comedy_films|British_animated_films|British_aviation_films|British_children's_adventure_films|British_children's_animated_films|British_children's_comedy_films|British_children's_films|British_prison_films|Films_adapted_into_video_games,Peter Lord| Nick Park,Mel_Gibson|Phil_Daniels|Imelda_Staunton|Tony_Haygarth|Benjamin_Whitrow|Lynn_Ferguson|Miranda_Richardson|Jane_Horrocks|Julia_Sawalha|Timothy_Spall,Animation|Children|Comedy
72949,Faith Like Potatoes (2006),Angus Buchan,,Regardt van den Bergh,"Jeanne Neilson| Frank Rautenbach| ""Candice DArcy""| Hamilton Dlamini",
835,Foxfire (1996),Elizabeth White| Joyce Carol Oates,1990s_feminist_films|1990s_high_school_films|1996_films|American_coming-of-age_drama_films|American_feminist_films|American_high_school_films|Films_based_on_American_novels|American_films|American_independent_films|English-language_films|Films_about_educators|American_female_buddy_films|American_teen_LGBT-related_films|American_teen_drama_films|1990s_coming-of-age_drama_films|1990s_female_buddy_films|1990s_teen_drama_films|Films_set_in_Portland,Annette Haywood-Carter,Jenny Lewis| Jenny Shimizu| Angelina Jolie| Hedy Burress,Drama
150604,Moonwalkers (2015),Dean Craig,,Antoine Bardou-Jacquet,Rupert Grint| Stephen Campbell Moore| Robert Sheehan| Ron Perlman,
8121,Seducing Doctor Lewis (Grande séduction| La) (2003),Ken Scott,,Jean-François Pouliot,David Boutin| Lucie Laurier| Dominik Michon-Dagenais| Raymond Bouchard,
185571,I Can Only Imagine (2018),Alex Cramer| Bart Millard| Brent McCorkle,,Andrew Erwin| Jon Erwin,J. Michael Finley| Madeline Carroll| Dennis Quaid| Trace Adkins,
136369,The Jetsons Meet the Flintstones (1987),Don Nelson| Arthur Alsberg,,Ray Patterson| Don Lusk,"""George OHanlon""| Jean Vander Pyl| Henry Corden| Penny Singleton",
142056,Iron Man & Hulk: Heroes United (2013),Stan Lee| Brandon Auman| Henry Gilroy| Jack Kirby,,Leo Riley| Eric Radomski,Dee Bradley Baker| Robin Atkin Downes| Fred Tatasciore| Adrian Pasdar,
145700,The Day the Sky Exploded (1958),Marcello Coscia| Sandro Continenza| Virgilio Sabel,,Paolo Heusch| Mario Bava,Madeleine Fischer| Ivo Garrani| Paul Hubschmid| Fiorella Mari,
174671,Rugantino (1973),Massimo Franciosa| Pietro Garinei| Sandro Giovannini,,Pasquale Festa Campanile,Claudia Mori| Adriano Celentano| Toni Ucci| Maria Grazia Spina,
66773,Adrift in Manhattan (2007),Nat Moss,,Alfredo Rodriguez de Villa,Victor Rasuk| Heather Graham| Marlene Forte| Dominic Chianese,
103279,What Maisie Knew (2012),Henry James| Carroll Cartwright| Nancy Doyne,,Scott McGehee| David Siegel,Alexander Skarsgård| Joanna Vanderham| Steve Coogan| Julianne Moore,
144604,Running Out of Time 2 (2001),Julien Carbon| Kin-Yee Au| Laurent Courtiaud| Nai-Hoi Yau,,Wing-Cheong Law| Johnnie To,Ekin Cheng| Shiu Hung Hui| Kelly Lin| Ching Wan Lau,
49668,Girl Shy (1924),Ted Wilde| Thomas J. Gray| Tim Whelan,,Sam Taylor| Fred C. Newmeyer,Jobyna Ralston| Richard Daniels| Harold Lloyd| Carlton Griffin,
157448,Held Up (2010),Gene Hong,,Arthur Mulholland| Steve Carr,Jason Sklar| Jon Dore| Cyrus Farmer| Randy Sklar,
155721,Poor Pretty Eddie (1975),Jean Genet| B.W. Sandefur,,David Worth| Richard Robinson,Leslie Uggams| Shelley Winters| Michael Christian| Ted Cassidy,
130026,Face to Face (1952),James Agee| Æneas MacKenzie| Joseph Conrad| Stephen Crane,,John Brahm| Bretaigne Windust,Gene Lockhart| Albert Sharpe| Michael Pate| James Mason,
183319,Turning to Love (1975),Aleksandr Satsky,,Oleg Fialko| Aleksei Mishurin,Tamara Trach| Svetlana Rodina Ljungkvist| Vladimir Konkin| Tatyana Mitrushina,
7483,Foreign Land (Terra Estrangeira) (1996),Millor Fernandes| Marcos Bernstein,,Walter Salles| Daniela Thomas,Alexandre Borges| Fernando Alves Pinto| Fernanda Torres| Luís Melo,
145787,Rats: Night of Terror (1984),Rossella Drudi| Hervé Piccini,,Claudio Fragasso| Bruno Mattei,"""Ottaviano DellAcqua""| Geretta Geretta| Gianni Franco| Massimo Vanni",
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Neil Bligh| Hiroshi Toda| Akira Toriyama,,Daisuke Nishio| Yoshihiro Ueda,Ryô Horikawa| Mayumi Tanaka| Masako Nozawa| Hiromi Tsuru,
192675,Benched (2018),Richard Dresser,,George Flanigen| Robert Deaton,Darius Willis| Garret Dillahunt| John C. McGinley| Jlynn Johnson,
121807,The Getaway (1941),J. Walter Ruben| W.R. Burnett| Wells Root,,Richard Rosson| Edward Buzzell,"Donna Reed| ""Henry ONeill""| Robert Sterling| Charles Winninger",
141996,The Possessed (1965),Giovanni Comisso| Giulio Questi,,Luigi Bazzoni| Franco Rossellini,Salvo Randone| Pia Lindström| Peter Baldwin| Valentina Cortese,
143870,The Perfect Date (2010),Franck Dubosc,,Arnaud Lemort| Dominique Farrugia,Clovis Cornillac| Annelise Hesme| Manu Payet| Virginie Efira,
177463,Rudolf the Black Cat (2016),Hiroshi Saitô| Hanmo Sugiura| Yoichi Kato,,Kunihiko Yuyama| Motonori Sakakibara,Ryôhei Suzuki| Mao Inoue| Akio Ôtsuka| Arata Furuta,
131936,Space Dogs (2010),Alexander Talal| John Chua| Maksim Sveshnikov| Vadim Sveshnikov,,Svyatoslav Ushakov| Inna Evlannikova,Evgeniy Mironov| Anna Bolshova| Sergey Garmash| Elena Yakovleva,
188409,Kolobos (1999),Nne Ebong,,Daniel Liatowitsch| David Todd Ocvirk,Donny Terranova| Amy Weber| Nichole Pelerine| John Fairlie,
157807,Labyrinth of Flames (2000),"""Kenichi Kanemaki""",,Tetsuya Watanabe| Katsuhiko Nishijima,Kôichi Tôchika| Shôzô Îzuka| Yûki Masuda| Yuriko Sasaki,
73141,Moana (1926),Julian Johnson,,Robert J. Flaherty| Frances H. Flaherty,"""Faamgase""| ""Taavale""| ""Tugaita""| Tama",
162430,Invasion: UFO (1974),David Tomblin,,Tomblin Summers Frankel| Gerry Anderson,Michael Billington| Gabrielle Drake| Ed Bishop| Wanda Ventham,
155257,Zwischen Schanghai und St. Pauli (1962),J. Joachim Bartsch,,Wolfgang Schleif| Roberto Bianchi Montero,Karin Baal| Horst Frank| Joachim Hansen| Carlo Giustini,
72701,Planet 51 (2009),Ignacio Pérez Dolset| Joe Stillman,,Marcos Martínez| Jorge Blanco| Javier Abad,Seann William Scott| Justin Long| Jessica Biel| Dwayne Johnson,
57468,Viva Villa! (1934),Ben Hecht| O.B. Stade| Edgecumb Pinchon,,Howard Hawks| William A. Wellman| Jack Conway,Donald Cook| Wallace Beery| Fay Wray| Leo Carrillo,
111722,Revolt in the Fifth Dimension (1970),Steve Ditko| Lin Carter,,Grant Simmons| Cosmo Anzilotti| Gray Morrow| Ralph Bakshi,Paul Kligman| Bernard Cowan| Peg Dixon| Paul Soles,
6967,Dead of Night (1945),Angus MacPhail| John Baines,,Charles Crichton| Alberto Cavalcanti| Robert Hamer| Basil Dearden,Mary Merrall| Michael Redgrave| Mervyn Johns| Roland Culver,
3641,Woman of Paris  A (1923),,1923_drama_films|1923_films|1923_romantic_drama_films|Films_set_in_Paris|United_Artists_films|American_black-and-white_films|American_films|American_romantic_drama_films|American_silent_feature_films|Films_directed_by_Charlie_Chaplin,Charlie_Chaplin,Clarence_Geldart|Charles_K._French|Adolphe_Menjou|Lydia_Knott|Edna_Purviance|Carl_Miller_(actor),Drama
1173,Cook the Thief His Wife & Her Lover  The (1989),,British_romantic_drama_films|1989_drama_films|Adultery_in_films|British_independent_films|1989_films|British_crime_drama_films|British_films|English-language_films|Films_about_domestic_violence|1989_crime_drama_films|1989_independent_films|1989_romantic_drama_films|Films_shot_in_Hertfordshire|Films_about_cannibalism|Films_about_violence_against_women|Films_set_in_restaurants|Cooking_films|Films_directed_by_Peter_Greenaway|Films_scored_by_Michael_Nyman|Obscenity_controversies_in_film,Peter_Greenaway,Richard_Bohringer|Michael_Gambon|Alan_Howard|Helen_Mirren,Comedy|Drama
2994,City  The (1998),,Rotoscoped_films|2000s_crime_action_films|2000s_crime_thriller_films|2005_directorial_debut_films|2005_films|American_anthology_films|American_films_about_revenge|American_neo-noir_films|American_nonlinear_narrative_films|American_vigilante_films|Dimension_Films_films|Films_about_police_misconduct|Films_directed_by_Robert_Rodriguez|Films_set_in_prison|Live-action_films_based_on_comics|2000s_thriller_films|American_action_thriller_films|American_black-and-white_films|American_crime_thriller_films|American_films|English-language_films|Films_about_suicide|Films_set_in_the_United_States|Rape_and_revenge_films|American_crime_action_films|Sin_City|Fiction_narrated_by_a_dead_person|Films_about_cannibalism|Films_about_pedophilia|Films_directed_by_Frank_Miller_(comics)|Films_directed_by_Quentin_Tarantino|Films_produced_by_Elizabeth_Avellán|Films_produced_by_Robert_Rodriguez|Films_scored_by_Graeme_Revell|Films_scored_by_John_Debney|Films_scored_by_Robert_Rodriguez|Films_shot_in_Austin,Robert_Rodriguez|Frank_Miller_(comics),Clive_Owen|Mickey_Rourke|Brittany_Murphy|Jessica_Alba|Benicio_del_Toro|Elijah_Wood|Bruce_Willis,Drama
2129,Saltmen of Tibet  The (1997),,Documentary_films_about_Tibet|1997_films|German_films|Salt_production|Anthropology_documentary_films|Swiss_films|Tibetan-language_films,Ulrike_Koch,,Documentary
74752,Cabin Fever 2: Spring Fever (2009),Randy Pearlstein| Joshua Malkin,,Ti West,Noah Segan| Rider Strong| Alexi Wasser| Rusty Kelley,
123697,Just This Once (1952),Max Trell| Sidney Sheldon,,Don Weis,Janet Leigh| Lewis Stone| Marilyn Erskine| Peter Lawford,
148871,Whiffs (1975),Malcolm Marmorstein,,Ted Post,Godfrey Cambridge| Elliott Gould| Harry Guardino| Eddie Albert,
65840,Where Is Fred!? (Wo ist Fred?) (2006),Cinco Paul| Bora Dagtekin| Ken Daurio| Jane Ainscough,,Anno Saul,Til Schweiger| Christoph Maria Herbst| Alexandra Maria Lara| Jürgen Vogel,
182521,Thakara (1979),P. Padmarajan,,Bharathan,Nedumudi Venu| K.G. Menon| Surekha| Prathap Pothen| Sreelatha| Anirudhan,
160798,The Avenging Eagle (1978),Hung Chin| Kuang Ni,,Chung Sun,Feng Ku| Lung Chan| Lung Ti| Sheng Fu,
66105,Psychomania (Death Wheelers| The) (1973),"""Arnaud dUsseau""| Julian Zimet",,Don Sharp,Mary Larkin| Ann Michelle| Nicky Henson| Roy Holder,
7393,Sluggers Wife| The (1985),Neil Simon,,Hal Ashby,"Randy Quaid| Martin Ritt| ""Michael OKeefe""| Rebecca De Mornay",
4038,Kill Me Again (1989),David W. Warfield,,John Dahl,Joanne Whalley| Val Kilmer| Pat Mulligan| Nick Dimitri,
146150,Anubhav (1986),Rahi Masoom Reza| Kashinath| Indivar,,Kashinath,Shekhar Suman| Sujit Kumar| Padma Khanna| Padmini Kolhapure,
129737,Unfinished Business (2015),Steve Conrad,,Ken Scott,Tom Wilkinson| James Marsden| Vince Vaughn| Dave Franco,
157512,Surftide 77 (1962),H. Duane Weaver,,Lee Frost,Tom Newman| Eva Kennedi| Maurice Julian| Howard Dayton| Vic Tayback| Dwayne Winton| Bob Cresse| Sue Stern,
107541,As Cool As I Am (2013),Virginia Korus Spragg| Pete Fromm,,Max Mayer,Claire Danes| Thomas Mann| James Marsden| Sarah Bolger,
